CAS,CAS,Compound Name by Eybna,Compound Name,PubChem_CID,pubchemcid ,Eybna molecules,SMILES,Canonical_SMILES,Isomeric_SMILES,Canonical SMILES,Isomeric SMILES,Physical Description,Description,molecular type,Molecule family,Found in Cannabis,FEMA number,FEMA_No,Botanical Source,molecular mass (g/mol),Molecular Weight [g/mol],Empirical_Formula,molecular formula,Boiling Point [°C] @760 mmHg,boiling point (celsius),Melting Point [°C],Melting point (celcius),Density [g/cm3] @25 °C,density (g/cm3),Flash Point [°C],flash point (celsius),Vapor Pressure [mmHg] @25 °C,vapour pressure (kPa),Water Solubility [mg/L] @25 °C (water),Solubility General,Water Solubility (mg/l @ 20C),Physical State ,Physical State,Physical Description,Oral LD50 rat (mg/kg),Oral LD50 mouse (mg/kg),Dermal LD50 rabbit (mg/kg),ODT(ppb),aroma description,Aroma Color,Intensity (1-10),Flavor,Flavor,Odor,Odor,Odor Threshold,Long Description,Family Type
107-92-6,107-92-6,Butyric Acid (Butanoic acid),Butyric Acid (Butanoic acid),264,264,1,CCCC(=O)O,CCCC(=O)O,,"CCCC(O)=O
",,"Butyric acid appears as a colorless liquid with a penetrating and unpleasant odor. Flash point 170 °F. Corrosive to metals and tissue. Density 8.0 lb /gal.; Liquid; Colorless, oily liquid with an unpleasant, rancid odor; [HSDB]; COLOURLESS OILY LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid/strong, rancid, butterlike odour","Sharp, dairy-like, cheesy, buttery with a fruity nuance",ester,Oxygenated Aliphatics,1,2221,2221,cane sugar and-or sweet potato,88.10616,88.11,C4H8O2,"C4H8O2
",163.5,162,-7.89,-7,,0.852,76.67,75,1.65,0.2199819,4,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992); 60000 mg/L (at 25 °C); Miscible with ethanol, ether; slightly soluble in carbon tetrachloride; In water, 6.00X10+4 mg/L at 25 °C; 60.0 mg/mL; Solubility in water: miscible; miscible with alcohol, most fixed oils, propylene glycol, water",0.0006,liquid ,liquid,"Butyric acid appears as a colorless liquid with a penetrating and unpleasant odor. Flash point 170 °F. Corrosive to metals and tissue. Density 8.0 lb /gal.; Liquid; Colorless, oily liquid with an unpleasant, rancid odor; [HSDB]; COLOURLESS OILY LIQUID WITH CHARACTERISTIC ODOUR.; colourless liquid/strong, rancid, butterlike odour",,3180,530,,,#d1d495,,Butter-fat taste,,Acetic,"Unpleasant, rancid odor; Penetrating and obnoxious odor",0.001 mg/cu m (Odor low) 9 mg/cu m (Odor high),"Sweet-sour candy, grapes, cheese, stinky feet, balsamic vineger","Alcoholic, Cheesy, Sour, Sweet"
28664-35-9,28664-35-9,"Caramel Furanone (3-Hydroxy-4,5-dimethylfuran-2(5H)-one)","Caramel Furanone (3-Hydroxy-4,5-dimethylfuran-2(5H)-one)",62835,62835,1,CC1C(=C(C(=O)O1)O)C,CC1=C(O)C(=O)OC1C,,"CC1OC(=O)C(O)=C1C

",,"Liquid; clear, yellow liquid",extremely sweet strong caramel maple burnt sugar coffee,ketone,Oxygenated Aliphatics,0,3634,3634,Cane sugar,128.12736,128.13,C6H8O3,"C6H8O3
",,184,29,27,,1.032,,100,,0.0010665791,,,0.00022,liquid ,liquid,"Liquid; clear, yellow liquid",,,,,,,,,,,,,,
35154-45-1	,35154-45-1,Cis-3-Hexenyl Isovalerate NAT,Cis-3-Hexenyl Isovalerate NAT,5367681,5367681,1,CC/C=C\CCOC(=O)CC(C)C,CCC=CCCOC(=O)CC(C)C,CC/C=C\CCOC(=O)CC(C)C,O=C(OCC\C=C/CC)CC(C)C,,"colourless liquid/swet, apple-like odour","Green, fruity, floral and dirty",ester,Oxygenated Aliphatics,0,3498,3498,"cherimoyas, elderberries, lettuce, mastic, sage, and sea buckthorn",184.2788,184.27,C11H20O2,"C11H20O2
",,98,,N/A,,0.87,,60,,0.008132665632,,"soluble in alcohool, most fixed oils; insolouble- water",19.61,liquid ,liquid,"colourless liquid/swet, apple-like odour",4900,,5000,,,,,,,,,,,
3188-00-9,3188-00-9,Coffee Furanone (2-Methyltetrahydrofuran-3-one),Coffee Furanone (2-Methyltetrahydrofuran-3-one),18522,18522,1,CC1C(=O)CCO1,CC1OCCC1=O,,CC1OCCC1=O,,Liquid; Colourless liquid; Wintergreen-like aroma,"Sweet and solvent-like with a brown, rummy and nut-like nuance",ketone,Oxygenated Aliphatics,0,3373,3373,cane sugar and-or sweet potato,100.11716,100.12,C5H8O2,C5H8O2,,138,,75,,1.18,,39.44,,0.8740615719,,slightly; Slightly soluble in oils; Soluble (in ethanol),0.000017,liquid ,liquid,Liquid; Colourless liquid; Wintergreen-like aroma,,1860,,,,,,,,,,,,
112-31-2,112-31-2,Decanal (Decyl aldehyde),Decanal (Decyl aldehyde),8175,8175,1,CCCCCCCCCC=O,CCCCCCCCCC=O,,"[H]C(=O)CCCCCCCCC
",,"Decaldehyde is a colorless to light yellow liquid with a pleasant odor. Floats on water. Freezing point is 64 °F. (USCG, 1999); Dry Powder, Liquid; Liquid; Colorless to light yellow liquid with an odor of citrus; [HSDB] Colorless liquid; [MSDSonline]; Liquid; colourless to light yellow liquid/fatty, floral-orange odour on dilution","Sweet, aldehydic, orange, waxy and citrus rind",aldehyde,Oxygenated Aliphatics,1,2362,2362,Coconut oil,156.2686,156.26,C10H20O,C10H20O,210,207,17.78,17.5,,0.824,85,83,0.103,0.02759773419,0.00156,"In water 0.00156 mg/L at 25 °C; Soluble in ethanol, ether, acetone; slightly soluble in carbon tetrachloride; Soluble in 80% alcohol, fixed oils, volatile oils, mineral oil; insoluble in glycerol; miscible with alcohol, fixed oils, propylene glycol (may be turbid); insoluble in glycerol, water; 1 ml in 1 ml of 80% alcohol (in ethanol)",43.52,liquid ,liquid,"Decaldehyde is a colorless to light yellow liquid with a pleasant odor. Floats on water. Freezing point is 64 °F. (USCG, 1999); Dry Powder, Liquid; Liquid; Colorless to light yellow liquid with an odor of citrus; [HSDB] Colorless liquid; [MSDSonline]; Liquid; colourless to light yellow liquid/fatty, floral-orange odour on dilution",3730,41750,5040,,,#ff9219,,"Fatty, citrus-like odor; Sharp, orange flavor",Citrus peel,Juicy orange,"Floral-fatty odor; Citrus odor; Similar to that of an orange peel; Penetrating, sweet, waxy, floral, citrus, pronounced fatty odor that develops a floral character on dilution",,"Cilantro, orange peels, floral, sweet pomelo, citrus jam, floral","Citrus, Juicy, Sweet"
705-86-2,705-86-2,Delta Decalactone (6-Pentyltetrahydro-2H-pyran-2-one),Delta Decalactone (6-Pentyltetrahydro-2H-pyran-2-one),12810,12810,1,CCCCCC1CCCC(=O)O1,CCCCCC1CCCC(=O)O1,,"CCCCCC1CCCC(=O)O1
",,"Liquid; colourless liquid with a coconut-fruity odour, butter-like on dilution","Sweet, creamy, lactonic, fatly, coconut, milky",ketone,Oxygenated Aliphatics,0,2361,2361,"coconut, raspberry",170.25186,170.25,C10H18O2,C10H18O2,,281,-27,-27,,0.95,,110,,0.00013332239,,very slightly; very soluble in alcohol and propylene glycol; insoluble in water,393.8,liquid ,liquid,"Liquid; colourless liquid with a coconut-fruity odour, butter-like on dilution",5000,,5000,,,#fbe2bd,,,Coconut oil,Coconut,,,"Pinacolada, coconut, coconut oil, sweet, creamy, tropical, refaelo white chocolate","Tropical, Creamy, Sweet"
713-95-1,713-95-1,Delta Dodecalactone,Delta Dodecalactone,12844,12844,1,CCCCCCCC1CCCC(=O)O1,CCCCCCCC1CCCC(=O)O1,,CCCCCCCC1CCCC(=O)O1,,"Liquid; Colorless to very pale straw-yellow viscous liquid with a strong odor of fresh fruit; [HSDB] Colorless liquid; [MSDSonline]; colourless to yellow liquid with a coconut-fruity odour, butter-like on dilution","Creamy, fatty, dairy, rich buttery, fruity, peach and nutty",ketone,Oxygenated Aliphatics,0,2401,2401,"coconut oil, peaches",198.30574,198.3,C12H22O2,"C12H22O2
",,140,-12,-12,,0.94,,110,,0.0002666447748,,"INSOL IN WATER; SOL IN ETHANOL; POORLY SOL IN PROPYLENE GLYCOL; very soluble in alcohol, propylene glycol and vegetable oil; insoluble in water",41.54,liquid ,liquid,"Liquid; Colorless to very pale straw-yellow viscous liquid with a strong odor of fresh fruit; [HSDB] Colorless liquid; [MSDSonline]; colourless to yellow liquid with a coconut-fruity odour, butter-like on dilution",5000,,5000,,,,,"CREAMY TASTE; AT LOW LEVELS HAS PEACH, PEAR, PLUM-LIKE FLAVOR",,,"POWERFUL, FRESH-FRUIT, OILY ODOR",,,
710-04-3	,0710-04-03,Delta Undecalactone,Delta Undecalactone,61204,61204,1,CCCCCCC1CCCC(=O)O1,CCCCCCC1CCCC(=O)O1,,"CCCCCCC1CCCC(=O)O1
",,"Colorless liquid; [Sigma-Aldrich MSDS]; colourless to pale yellow liquid with a creamy, peach-like odour","Creamy, coconut, fruity, peach, milky, waxy and lactonic with a slight, green, fruity nuance",ketone,Oxygenated Aliphatics,0,3294,3294,"coconut meat, peaches",184.2788,184.27,C11H20O2,C11H20O2,,152,,-12,,0.956,,110,,0.0002666447748,,1 ml in 1 ml 95% alcohol (in ethanol),128.3,liquid ,liquid,"Colorless liquid; [Sigma-Aldrich MSDS]; colourless to pale yellow liquid with a creamy, peach-like odour",5000,,5000,,,#bfa687,,,Waxy peach,Waxy,,,"Peach, macademia nuts, creamy-fruity notes, lychee, floral, sweet","Creamy, waxy, Fruity, Nutty"
85-91-6,85-91-6,Dimethyl Anthranilate (Methyl 2-(methylamino)benzoate),Dimethyl Anthranilate (Methyl 2-(methylamino)benzoate),6826,6826,1,CNC1=CC=CC=C1C(=O)OC,CNc1ccccc1C(=O)OC,,CNC1=CC=CC=C1C(=O)OC,,Colorless or pale yellow liquid with an odor of grapes; [Hawley] Pale-yellow liquid with a slightly blue fluorescence or solid; Odor like orange peels; mp = 18.5-19.5 deg C; [HSDB]; Liquid; Pale yellow liquid with bluish fluorescence; Grape-like aroma,"Sweet, fruity anthranilate-like with a clean fresh floral nuance",ester,Oxygenated Aliphatics,0,2718,2718,Mandarin petitgrain,165.19207,165.19,C9H11NO2,C9H11NO2,256,255,-19.5,18,,1.125,91,110,,0.0009332567119,,"INSOL IN WATER; SOL IN ALCOHOL, ETHER; SOL IN MOST COMMON ORGANIC SOLVENTS; 475 mg/L @ 20 °C (exp); Insoluble in water; Slightly soluble in glycerol; Soluble in oils; Soluble (in ethanol)",475,semi-solid,liquid,Colorless or pale yellow liquid with an odor of grapes; [Hawley] Pale-yellow liquid with a slightly blue fluorescence or solid; Odor like orange peels; mp = 18.5-19.5 deg C; [HSDB]; Liquid; Pale yellow liquid with bluish fluorescence; Grape-like aroma,3380,180,5000,,,,,"MUSTY, GRAPE-LIKE FLAVOR, SOMEWHAT MORE BERRY-LIKE THAN GRAPE",,,ORANGE & MANDARIN-PEEL-LIKE ODOR,,,
7452-79-1,7452-79-1,Ethyl 2-Methylbutyrate (ethyl 2-methyl-butanoate),Ethyl 2-Methylbutyrate (ethyl 2-methyl-butanoate),24020,24020,1,CCC(C)C(=O)OCC,CCOC(=O)C(C)CC,,CCOC(=O)C(C)CC,,"Ethyl-2-methyl butyrate appears as a colorless oily liquid with a fruity odor. Insoluble in water and less dense than water. Contact may irritate skin, eyes and mucous membranes.; Liquid; Dry Powder, Liquid; colourless liquid/strong, green-fruity, apple-like odour","Fruity, estry and berry with fresh tropical nuances",ester,Oxygenated Aliphatics,1,2443,2443,prickly pear,130.18698,130.18,C7H14O2,"C7H14O2
",,132.5,,-93.23,,0.863,,26.11,,1.046980708,,"soluble in alcohol, propylene glycol; very slightly soluble in water; miscible with most fixed oils",1070,liquid ,liquid,"Ethyl-2-methyl butyrate appears as a colorless oily liquid with a fruity odor. Insoluble in water and less dense than water. Contact may irritate skin, eyes and mucous membranes.; Liquid; Dry Powder, Liquid; colourless liquid/strong, green-fruity, apple-like odour",,,,,,#88b554,,,,Fruity,,,"Gerber, pear, rotten fruit, sweet candy, ripe pineapple, fruit cake","Fruity, Sweet, Candy"
105-54-4,105-54-4,Ethyl Butyrate (Ethyl butanoate),Ethyl Butyrate (Ethyl butanoate),7762,7762,1,CCCC(=O)OCC,CCCC(=O)OCC,,CCCC(=O)OCC,,"Ethyl butyrate appears as a clear colorless liquid with a pineapple-like odor. Flash point 78 °F. Less dense than water and insoluble in water. Vapors heavier than air.; Liquid; Colorless liquid with an odor of pineapple; [Merck Index]; Colourless liquid with a banana, pineapple odour","Fruity, sweet, tutti frutti, apple, fresh and lifting, ethereal",ester,Oxygenated Aliphatics,1,2427,2427,cane sugar and-or sweet potato,116.16004,116.16,C6H12O2,"C6H12O2
",121.11,120.5,-92.78,-97,,0.87,23.89,25,14,1.706526559,3,"In water, 4.9X10+3 mg/L at 20 °C; Soluble in about 150 parts water; Slightly soluble in carbon tetrachloride; soluble in ethanol, ethyl ether; Miscible with alcohol, ether; 4.9 mg/mL at 20 °C; Soluble in fixed oils and propylene glycol, insoluble in glycerol; 1ml in 3ml 60% ethanol (in ethanol)",4900,liquid ,gas,"Ethyl butyrate appears as a clear colorless liquid with a pineapple-like odor. Flash point 78 °F. Less dense than water and insoluble in water. Vapors heavier than air.; Liquid; Colorless liquid with an odor of pineapple; [Merck Index]; Colourless liquid with a banana, pineapple odour",13000,,2000,,,#94f076,,"Sweet, pineapple taste; Can be tasted in water at a level of 0.450 ppm and at 0.015 ppm in milk","Ripe kiwi, pineapple","Bubblrgum, pineapple-kiwi",Pineapple odor,,"Kiwi with berry notes, pineappe, tutti-frutti bubblegum, strawberry candy, alcoholic, pink orbit gum","Alcoholic, Fruity, Candy"
110-38-3,110-38-3,Ethyl caprate (Decanoate),Ethyl caprate (Decanoate),86600742,86600742,1,CCCCCCCCCC(=O)O.CCCCCCCCCC(=O)OCC,CCCCCCCCCC(=O)O.CCCCCCCCCC(=O)OCC,,CCCCCCCCCC(=O)OCC,,,"Sweet, waxy, fruity, apple",fattey acid,Oxygenated Aliphatics,0,2432,,cane sugar or sweet potato; coconut oil,200.32168,372.6,C22H44O4,C12H24O2,,243,,-20,,0.865,,102.22,,0.004532961172,,,15.9,liquid ,,,,,,,,#f7ce98,,,Very light cheese,Apricot cake,,,"Sweet, cheesy, apricot, cream cheese, peach yogurt","Creamy, Cheesy, Sweet, Fruity"
123-66-0,123-66-0,Ethyl Hexanoate (caproate),Ethyl Hexanoate (caproate),31265,31265,1,CCCCCC(=O)OCC,CCCCCC(=O)OCC,,CCCCCC(=O)OCC,,Liquid; Colorless to yellowish liquid with a pleasant odor; [Merck Index] Colorless liquid; [Alfa Aesar MSDS]; Colourless liquid with a wine-like odour,"Sweet, fruity, pineapple, waxy, fatty and estry with a green banana nuance",fattey acid,Oxygenated Aliphatics,1,2439,2439,"coconut oil, cane sugar",144.21392,144.21,C8H16O2,C8H16O2,,167,-67.5,-67.5,,0.86,,49.44,,0.221981775,,"0.629 mg/mL at 25 °C; Soluble in most fixed oils and in propylene glycol, insoluble in water and glycerol; 1ml in 2ml 70% ethanol (in ethanol)",629,liquid ,liquid,Liquid; Colorless to yellowish liquid with a pleasant odor; [Merck Index] Colorless liquid; [Alfa Aesar MSDS]; Colourless liquid with a wine-like odour,,,,,,,,,,,,,,
97-62-1,97-62-1,Ethyl Isobutyrate,Ethyl Isobutyrate,7342,7342,1,CCOC(=O)C(C)C,CCOC(=O)C(C)C,,CCOC(=O)C(C)C,,"Ethyl isobutyrate appears as a colorless volatile liquid with a fruity, aromatic odor. Less dense than water and insoluble in water. Vapors heavier than air. May irritate skin and eyes. Used to make flavoring extracts and other chemicals.; Liquid with an aromatic fruity odor; [Merck Index] Colorless liquid with a pleasant odor; [Alfa Aesar MSDS]; Liquid; colourless liquid/fruity odour","Sweet, etherial and fruity with pungent, alcoholic, fusel and rummy nuances",ester,Oxygenated Aliphatics,1,2428,2428,cane sugar and-or sweet potato,116.16004,116.16,C6H12O2,C6H12O2,,112.5,-88.2,-88,,0.865,21.11,13.89,,3.38638864,,very soluble in ether; 1 ml in 1 ml 95% alcohol (in ethanol),3172,liquid ,gas,"Ethyl isobutyrate appears as a colorless volatile liquid with a fruity, aromatic odor. Less dense than water and insoluble in water. Vapors heavier than air. May irritate skin and eyes. Used to make flavoring extracts and other chemicals.; Liquid with an aromatic fruity odor; [Merck Index] Colorless liquid with a pleasant odor; [Alfa Aesar MSDS]; Liquid; colourless liquid/fruity odour",5000,800,,,,,,,,,,,,
108-64-5,108-64-5,Ethyl Isovalerate (Ethyl 3-methylbutanoate / Ethyl 3-methylbutyrate),Ethyl Isovalerate (Ethyl 3-methylbutanoate / Ethyl 3-methylbutyrate),7945,7945,1,CCOC(=O)CC(C)C,CCOC(=O)CC(C)C,,CCOC(=O)CC(C)C,,"Ethyl isovalerate appears as a colorless oily liquid with a strong odor similar to apples. Less dense than water. Vapors heavier than air. May mildly irritate skin and eyes.; Liquid; colourless liquid/strong, fruity, vinous, apple-like odour on dilution","Sweet, diffusive, estry, fruity, sharp, pineapple, apple, green and orange",ester,Oxygenated Aliphatics,1,2463,2463,cane sugar and-or sweet potato,130.18698,130.18,C7H14O2,C7H14O2,,131,-99.3,-98.5,,0.862,,35,,1.046980708,,"2 mg/mL at 20 °C; soluble in propylene glycol, 1 ml in 350 ml water; miscible with alcohol, most fixed oils",2000,liquid ,gas,"Ethyl isovalerate appears as a colorless oily liquid with a strong odor similar to apples. Less dense than water. Vapors heavier than air. May mildly irritate skin and eyes.; Liquid; colourless liquid/strong, fruity, vinous, apple-like odour on dilution",5000,,5000,,,#a5eca4,,,Minty blueberry,Tart blueberry,,,"Strong berry scent, sour, strawberry notes, apple-pear notes, sour candy, alcoholic, blueberry","Fruity, Alcoholic, Sour"
105-37-3,105-37-3,Ethyl Propionate,Ethyl Propionate,7749,7749,1,CCC(=O)OCC,CCOC(=O)CC,,CCOC(=O)CC,,"Ethyl propionate appears as a clear colorless liquid with a pineapple-like odor. Flash point 54 °F. Less dense than water and insoluble in water. Vapors are heavier than air.; Colorless liquid with a fruity odor; [Merck Index]; Liquid; Colourless liquid with a fruity, rum-like, ethereal odour","Sweet, etherial, rummy, grape, winey and fermented with an eggnog nuance",ester,Oxygenated Aliphatics,0,2456,2456,cane sugar and-or sweet potato,102.1331,102.13,C5H10O2,C5H10O2,98.89,99,-72.78,-73.5,,0.886,12.22,12.22,35.8,4.786273708,200,"SOLUBLE IN MOST ORGANIC SOLVENTS; Soluble in alcohol and ether; Miscible in ethanol and ethyl ether; soluble in acetone; In water, 19,200 mg/l @ 25 °C; 19.2 mg/mL at 20 °C; Soluble in most fixed oils and propylene glycol, soluble in water (1ml in 42ml)",19200,liquid ,gas,"Ethyl propionate appears as a clear colorless liquid with a pineapple-like odor. Flash point 54 °F. Less dense than water and insoluble in water. Vapors are heavier than air.; Colorless liquid with a fruity odor; [Merck Index]; Liquid; Colourless liquid with a fruity, rum-like, ethereal odour",3500,,5000,,,#bc65d6,,,"Fig liqueur, Rum","Grape, acetone",REMINISCENT OF RUM & PINEAPPLE; Fruity odor; Odor of pineapple; Butter- or rum-like,,"Gel nail polish, grape popsicle, alcoholic, almond notes","Fruity, Alcoholic"
104-61-0,104-61-0,GAMMA NONALACTONE NATURAL,GAMMA NONALACTONE NATURAL,7710,7710,1,CCCCCC1CCC(=O)O1,CCCCCC1CCC(=O)O1,,CCCCCC1CCC(=O)O1,,"Liquid, Other Solid; Liquid; Colorless to pale straw-yellow liquid with an odor of coconut; [HSDB]; colourless to slightly yellow liquid with a coconut-like odour","Sweet, creamy, coconut, fatty with oily buttery nuances",ester,Oxygenated Aliphatics,0,2781,2781,"pineapple, blackberries",156.22492,156.22,C9H16O2,C9H16O2,,243,,98.8,,0.958,,113,,0.001199901487,,"Soluble in alcohol, most fixed oils, propylene glycol; 1:1 in 60% alcohol; Soluble in five volumes of 50% alcohol; soluble in most fixed oils and mineral oil; practically insoluble in glycerol; soluble in alcohol, most fixed oils and propylene glycol; insoluble in water; 1 ml in 5 ml 60% alcohol (in ethanol)",1201,liquid ,liquid,"Liquid, Other Solid; Liquid; Colorless to pale straw-yellow liquid with an odor of coconut; [HSDB]; colourless to slightly yellow liquid with a coconut-like odour",9780,,5000,,,#f5f5f5,3.00,"Taste characteristics at 10 ppm: coconut, creamy, waxy with fatty milky notes",,Coconut,Strong odor reminiscent of coconut,,"Very similar to the lactones we already have in stock, sweet and creamy coconut, reminiscent of Raffaello.",Creamy
104-67-6,104-67-6,Gamma Undecalactone,Gamma Undecalactone,7714,7714,1,CCCCCCCC1CCC(=O)O1,CCCCCCCC1CCC(=O)O1,,CCCCCCCC1CCC(=O)O1,,"Liquid; Liquid, Other Solid; Dry Powder, Liquid, Other Solid; Colorless to yellow liquid with a strong fruity odor like peaches; [Reference #1]; colourless to slightly yellow liquid with a fruity, peach-like odour","Creamy, fatty, fruity, coconut, peach, Iactonic, ketonic and fruity",ester,Oxygenated Aliphatics,0,3091,3091,"peaches, apricots",184.2788,184.27,C11H20O2,C11H20O2,,297,,23,,0.9413,,93.33,,0.0003999671622,,"soluble in alcohol, most fixed oils and propylene glycol; insoluble in glycerol and in water; 1 ml in 5 ml 60% alcohol (in ethanol)",128.3,liquid ,liquid,"Liquid; Liquid, Other Solid; Dry Powder, Liquid, Other Solid; Colorless to yellow liquid with a strong fruity odor like peaches; [Reference #1]; colourless to slightly yellow liquid with a fruity, peach-like odour",18500,,,,,#aa1456,,,Creamy chapstick,Sweet dough,,,"Melted butter, burnt butter, futty, coconut, sweet cookies, vanilla, peachy fruity, body lotion, lychee, sorbet, lipstick","Creamy, Candy, Sweet"
706-14-9,706-14-9,Gamma-Decalactone,Gamma-Decalactone,12813,12813,1,CCCCCCC1CCC(=O)O1,CCCCCCC1CCC(=O)O1,,CCCCCC1CCC(=O)O1,,"Liquid; Dry Powder, Liquid; Colorless liquid; [Alfa Aesar MSDS]; colourless to pale yellow liquid with a fruity, peach-like odour","Fruity, peach, creamy and sweet with a fatty nuance",ester,Oxygenated Aliphatics,0,2360,2360,Natural Lauric Acid (coconut oil),170.25186,170.25,C10H18O2,C10H18O2,,115,,-20,,0.95,,93.33,,0.0006826106236,,1 ml in 1 ml 95% alcohol (in ethanol),291.6,liquid ,liquid,"Liquid; Dry Powder, Liquid; Colorless liquid; [Alfa Aesar MSDS]; colourless to pale yellow liquid with a fruity, peach-like odour",,,,,,#f4bc4a,,,Coconut oil,Milky peach,,,"Body cream, vanilla notes, oily, peach, whip cream, coconut, lychee, cream cheese",Creamy
